"160","82","854","1994-12-23 08:14:55"
"161","51","1574","1993-03-11 11:08:11"
"162","25","1765","2023-09-17 19:13:33"
"163","45","1659","1990-08-27 23:09:34"
"164","36","965","2003-01-23 01:14:40"
"165","81","1363","2015-07-02 21:05:36"
"166","21","92","1981-05-11 15:44:36"
"167","17","662","2003-10-13 18:48:17"
"168","92","1004","1997-07-31 02:25:58"
"169","37","945","2011-04-06 11:56:05"
"170","57","940","2016-08-23 08:06:28"
"171","93","1870","2010-01-19 04:51:39"
"172","5","34","1994-02-05 03:02:14"
"173","53","1973","1996-10-22 10:59:42"
"174","88","1778","2021-12-09 03:13:31"
"175","30","589","2002-04-09 10:57:19"
"176","83","808","1978-10-05 14:53:08"
"177","34","1557","2013-01-06 22:47:40"
"178","5","326","2012-05-03 21:01:06"
"179","28","1752","2012-07-02 02:26:03"
"180","30","440","1990-06-26 15:39:55"
"181","27","1191","2002-07-19 15:11:05"
"182","9","1694","1998-03-26 20:27:22"
"183","88","1080","1973-10-31 04:01:03"
"184","43","461","1972-07-27 09:36:18"
"185","11","598","1977-02-07 23:44:08"
"186","38","1839","2023-08-30 12:15:30"
"187","40","1602","2022-03-01 04:12:31"
"188","93","729","1988-08-12 15:54:32"
"189","77","1751","1982-05-07 17:24:00"
"190","37","1294","1998-05-04 11:18:57"
"191","86","1519","2018-04-13 15:49:43"
"192","65","969","2022-03-28 03:00:01"
"193","50","228","2015-09-20 22:36:02"
"194","8","1449","1985-01-30 07:53:52"
"195","50","495","2007-01-23 10:39:48"
"196","28","1828","1989-11-18 20:43:27"
"197","18","414","1972-04-19 23:31:06"
"198","34","1113","1984-11-11 10:03:14"
"199","50","1351","1981-01-02 18:01:40"
"200","36","1862","2000-08-01 15:07:06"
"201","52","1314","1985-11-02 23:12:07"
"202","79","1487","1982-08-07 20:23:55"
"203","89","402","2000-12-01 10:24:37"
"204","60","253","1989-01-07 02:57:17"
"205","91","113","1988-03-26 21:58:12"
"206","63","903","1984-05-17 13:14:54"
"207","99","978","2001-08-07 04:00:09"
"208","48","1439","2013-09-10 04:38:37"
"209","55","112","1973-11-02 22:09:57"
"210","88","284","1994-10-29 16:44:01"
"211","51","262","2018-03-22 09:10:03"
"212","52","1307","2017-10-13 23:55:57"
"213","18","1976","1987-06-13 07:11:27"
"214","33","67","1977-01-03 12:24:14"
"215","14","39","1988-01-18 01:17:09"
"216","67","1335","2018-06-13 07:31:19"
"217","98","1865","2010-07-24 04:11:08"
"218","48","1670","2014-09-22 04:09:13"
"219","77","1574","2005-09-02 08:45:41"
"220","95","591","1980-06-29 23:46:18"
"221","48","1323","1991-08-10 06:13:50"
"222","11","1575","2001-10-20 06:15:22"
"223","5","294","2008-02-05 02:58:51"
"224","6","228","1991-11-24 11:29:48"
"225","49","1253","2001-06-29 18:53:04"
"226","35","1470","1995-02-26 04:35:20"
"227","39","873","2013-04-03 09:44:32"
"228","50","3","1995-11-02 21:36:15"
"229","49","1139","1993-08-14 15:35:38"
"230","20","405","1982-06-23 18:41:16"
"231","39","1811","1998-01-29 04:56:57"
"232","6","1155","1990-09-26 03:50:52"
"233","55","543","2003-09-05 11:07:39"
"234","49","263","2001-09-07 17:27:12"
"235","91","1538","2006-10-14 16:14:43"
"236","21","1828","2007-11-24 18:19:52"
"237","94","237","1980-09-30 23:41:04"
"238","98","554","1998-09-28 15:20:16"
"239","55","1567","2002-10-31 07:04:26"
"240","65","1528","2000-01-01 17:13:21"
"241","69","1262","2024-02-20 21:06:49"
"242","94","426","1997-10-24 05:00:09"
"243","17","508","2015-06-11 13:49:05"
"244","30","885","1999-12-30 00:10:16"
"245","95","445","1997-07-10 22:18:32"
"246","27","1240","1974-05-12 00:56:57"
"247","32","1102","1999-12-23 22:27:09"
"248","7","455","1990-12-25 22:06:19"
"249","44","28","1977-12-29 17:52:59"
"250","18","67","2015-04-22 09:30:08"
"251","64","510","2011-08-13 14:04:59"
"252","99","92","1971-06-03 11:15:08"
"253","13","1682","2003-07-29 15:45:05"
"254","56","1131","1987-07-30 16:01:13"
"255","62","1877","2001-08-22 09:23:17"
"256","80","335","1986-02-17 03:04:38"
"257","79","258","1988-09-11 07:26:10"
"258","6","1306","2020-04-19 15:10:19"
"259","15","630","2019-11-05 16:35:14"
"260","40","1030","2009-01-02 10:02:48"
"261","31","653","1973-10-24 11:12:34"
"262","66","486","1977-07-29 07:57:41"
"263","49","254","1985-09-02 20:28:38"
"264","9","680","1976-04-01 13:50:08"
"265","5","559","2021-05-04 06:23:39"
"266","88","453","1971-11-16 20:23:28"
"267","73","1783","1991-02-28 03:42:20"
"268","54","285","2004-11-16 15:05:17"
"269","35","386","1991-11-17 01:03:36"
"270","94","284","2013-07-04 09:18:08"
"271","27","700","1997-04-22 09:46:36"
"272","98","1184","2012-04-23 03:52:02"
"273","37","689","1999-04-19 21:21:29"
"274","55","1930","1985-07-13 16:41:53"
"275","34","1771","1972-04-26 13:42:12"
"276","23","35","1973-12-10 13:27:35"
"277","3","1493","2013-05-02 22:02:57"
"278","85","1106","1998-06-26 14:51:08"
"279","25","1139","1978-03-15 13:28:33"
"280","34","1083","1975-08-27 02:42:48"
"281","96","903","2014-02-23 13:54:21"
"282","54","1099","1993-08-29 16:04:27"
"283","10","1024","1975-12-07 23:57:24"
"284","71","1455","2008-05-31 09:36:12"
"285","70","1803","1970-03-09 14:39:31"
"286","42","356","1990-03-18 08:02:00"
"287","96","1363","2003-09-10 12:34:56"
"288","40","1100","2013-08-16 16:06:25"
"289","30","1670","1973-06-12 07:35:41"
"290","76","882","1998-03-29 15:59:12"
"291","69","1032","1978-02-05 15:49:52"
"292","97","132","1978-10-19 10:07:20"
"293","84","1120","2020-04-16 20:42:29"
"294","20","680","1976-04-16 12:59:06"
"295","52","779","1986-07-25 12:47:14"
"296","66","1017","1975-03-28 00:50:26"
"297","73","461","1981-05-03 05:20:05"
"298","23","1889","1994-12-07 11:30:02"
"299","40","1862","2013-12-04 06:14:09"
"300","90","1930","1980-08-27 13:36:07"
"301","45","229","1976-08-08 23:24:08"
"302","2","1201","2002-07-05 15:17:56"
"303","24","795","2022-04-01 16:31:25"
"304","21","1585","1974-07-10 14:27:41"
"305","23","351","1976-04-28 17:36:49"
"306","75","1513","2006-03-02 21:48:59"
"307","94","1984","1981-06-08 18:54:28"
"308","70","1595","1997-02-02 11:06:54"
"309","22","1484","1988-02-06 16:29:37"
"310","31","495","1991-11-16 03:26:02"
"311","59","263","1973-04-18 12:53:38"
"312","69","844","2018-10-27 08:45:22"
"313","33","1955","1993-07-10 13:12:02"
"314","55","165","2013-03-03 06:01:50"
"315","20","1715","1985-10-04 09:33:37"
"316","6","817","2003-06-04 20:02:51"
"317","57","163","2017-07-05 06:02:15"
"318","92","1349","2009-06-21 19:04:15"
"319","63","1522","2018-04-25 06:06:01"
"320","85","1996","1970-12-15 00:03:23"
"321","42","1293","2009-11-08 00:30:54"
"322","86","1677","2022-12-10 23:33:57"
"323","97","1227","1986-11-26 01:11:12"
"324","62","928","1977-12-28 13:58:42"
"325","32","1459","1973-10-26 04:44:45"
"326","89","1295","1971-05-07 04:18:01"
"327","9","1654","2019-03-09 01:19:49"
"328","38","1803","1996-06-27 21:26:31"
"329","98","671","2011-10-27 18:48:41"
"330","64","1202","2000-09-13 12:39:28"
"331","67","26","1994-03-26 11:39:52"
"332","87","1298","1995-07-29 17:36:03"
"333","80","818","2010-05-02 03:45:18"
"334","89","331","2011-10-01 04:38:04"
"335","2","819","1979-04-27 12:25:34"
"336","23","677","1971-12-01 12:43:43"
"337","69","1830","2006-01-09 00:41:34"
"338","9","1090","1974-10-10 22:36:01"
"339","38","929","1975-03-01 04:45:54"
"340","62","1470","2023-07-25 09:21:11"
"341","18","350","2006-06-02 02:25:40"
"342","72","212","1983-02-15 11:16:28"
"343","81","1092","2006-03-23 12:19:52"
"344","38","1990","2005-02-15 14:15:20"
"345","0","1085","2014-03-27 04:19:18"
"346","47","133","1998-06-21 05:59:21"
"347","30","1530","1992-06-10 02:48:01"
"348","67","1817","1991-01-26 15:49:02"
"349","69","548","1980-10-05 23:01:34"
"350","77","1807","1980-02-05 00:34:32"
"351","30","716","1971-06-26 23:37:24"
"352","8","784","2005-02-23 15:28:57"
"353","48","400","1992-06-06 23:23:22"
"354","7","878","1975-08-14 21:40:27"
"355","46","38","2015-11-07 22:05:58"
"356","4","1284","2017-06-08 06:11:48"
"357","85","755","2019-01-11 12:23:18"
"358","12","880","2014-03-21 04:34:10"
"359","31","1201","1971-10-11 10:18:49"
"360","33","511","2000-10-10 03:55:49"
"361","40","1751","2000-08-08 17:24:07"
"362","12","1415","2020-03-27 08:41:19"
"363","97","1800","2006-07-06 15:32:24"
"364","23","1455","1986-02-02 15:51:35"
"365","51","881","1999-12-28 07:18:49"
"366","0","636","1978-04-09 16:39:40"
"367","55","392","1980-03-09 05:56:47"
"368","6","1650","2011-04-01 00:11:23"
"369","32","1877","1981-06-06 03:55:08"
"370","67","916","2000-09-22 18:40:35"
"371","14","1556","1993-05-15 07:30:28"
"372","23","696","1978-11-13 08:08:08"
"373","14","168","2014-11-24 17:11:02"
"374","63","1667","1992-04-24 23:46:53"
"375","68","1242","2024-02-05 19:15:49"
"376","32","231","1990-04-01 04:23:31"
"377","35","623","1981-11-10 21:02:27"
"378","93","1005","1999-06-11 15:52:41"
"379","42","1703","1986-07-20 08:47:29"
"380","86","1848","2016-02-10 18:44:35"
"381","35","1755","1982-05-15 11:47:05"
"382","41","44","1971-09-15 15:03:26"
"383","83","1764","2008-08-12 18:24:55"
"384","87","131","1994-03-04 17:16:37"
"385","20","1157","1979-12-13 10:49:40"
"386","29","1319","1977-05-27 15:12:44"
"387","33","1357","1985-04-11 02:19:38"
"388","34","69","1990-01-10 22:24:43"
"389","27","463","2008-01-11 22:05:01"
"390","75","1106","2009-08-07 04:25:35"
"391","71","477","2015-02-22 22:08:17"
"392","61","1335","2023-03-05 01:30:04"
"393","96","835","1999-03-31 17:00:47"
"394","72","1667","2008-04-23 20:31:25"
"395","78","1138","2013-08-07 15:15:20"
"396","97","1547","2009-03-08 17:22:10"
"397","80","67","2011-05-13 00:52:30"
"398","94","1572","1995-11-02 10:05:36"
"399","36","1657","1975-12-14 03:45:56"
"400","88","743","2019-02-23 22:58:25"
"401","45","593","1990-05-20 06:03:25"
"402","1","184","2016-03-09 06:50:14"
"403","30","1034","1980-12-03 12:36:00"
"404","66","1660","2016-09-07 09:12:23"
"405","36","288","2010-03-18 02:02:22"
"406","84","1119","1990-09-25 14:46:40"
"407","60","1298","2019-06-17 10:03:11"
"408","46","1874","2019-12-30 09:13:46"
"409","2","1279","2012-09-02 19:05:45"
"410","55","706","2004-10-11 12:57:59"
"411","68","828","1977-03-14 15:46:06"
"412","16","1704","1984-10-25 23:38:34"
"413","72","572","1987-04-17 14:03:38"
"414","46","450","1992-10-28 11:08:48"
"415","18","932","1984-10-23 01:50:17"
"416","77","1128","1993-06-01 18:27:25"
"417","33","1440","1971-02-20 15:49:24"
"418","54","957","1993-08-29 08:12:48"
"419","98","677","2022-05-02 19:09:07"
"420","79","989","2014-11-15 02:43:11"
"421","35","1242","1991-02-25 18:35:40"
"422","15","171","1994-01-04 21:43:08"
"423","4","1067","1977-05-11 16:10:12"
"424","95","261","1992-02-20 02:00:46"
"425","55","1111","2020-08-22 02:57:03"
"426","72","417","1978-12-20 10:11:18"
"427","78","463","2003-04-15 09:35:38"
"428","80","1788","2012-01-31 19:19:19"
"429","87","743","1979-04-29 10:44:22"
"430","24","533","2006-02-14 10:07:17"
"431","39","1279","1975-04-26 06:26:46"
"432","97","650","2003-04-10 02:09:12"
"433","0","386","1995-10-18 12:15:54"
"434","38","731","1977-05-23 02:24:19"
"435","44","597","2005-05-16 09:30:45"
"436","43","1999","1980-06-13 23:39:03"
"437","54","33","1982-08-14 08:40:14"
"438","86","671","2022-10-30 22:42:27"
"439","88","1827","2010-06-17 20:36:47"
"440","70","713","1977-05-04 12:37:33"
"441","73","1227","1992-06-26 10:51:03"
"442","33","1792","1981-09-16 10:47:46"
"443","97","68","1985-04-29 20:16:16"
"444","62","880","1992-02-12 21:09:02"
"445","28","219","1974-07-05 05:11:04"
"446","65","469","1986-01-28 08:10:13"
"447","14","261","2012-03-27 18:05:00"
"448","3","928","2021-07-24 23:36:06"
"449","27","545","2002-12-15 12:45:10"
"450","70","271","1981-01-28 07:23:43"
"451","91","1649","1993-12-08 13:03:57"
"452","11","915","2008-10-23 18:12:23"
"453","63","1932","2008-02-17 08:19:30"
"454","29","1002","1980-08-21 05:32:34"
"455","81","1884","2017-05-31 06:31:16"
"456","63","1252","2007-06-28 17:38:39"
"457","68","316","1991-10-31 23:59:20"
"458","64","1053","1981-08-13 00:02:49"
"459","2","1601","2000-10-26 00:16:33"
"460","29","1561","1989-05-07 18:19:35"
"461","80","550","1972-02-29 13:55:26"
"462","71","92","1989-11-10 15:17:42"
"463","25","288","1987-03-09 06:57:18"
"464","36","1073","2001-02-02 03:01:58"
"465","10","263","1990-02-23 20:09:18"
"466","35","1528","1988-08-28 23:20:31"
"467","44","653","2012-10-04 03:38:43"
"468","13","1351","1975-10-06 01:30:38"
"469","68","1484","2012-08-19 20:45:58"
"470","0","1488","1981-01-13 04:09:44"
"471","60","1768","1983-09-20 08:23:34"
"472","90","1434","1980-11-15 05:16:47"
"473","32","426","2023-03-25 22:47:26"
"474","6","1233","1988-05-24 18:02:22"
"475","24","849","1984-11-25 07:01:00"
"476","12","1057","1980-08-09 05:20:19"
"477","34","1488","1987-07-30 08:47:27"
"478","81","200","2016-12-22 13:52:58"
"479","22","879","2000-04-01 20:09:03"
"480","38","92","2018-12-21 00:09:23"
"481","17","1314","1974-12-22 17:58:12"
"482","51","1495","2001-09-21 04:26:11"
"483","31","1622","1970-03-12 08:29:07"
"484","93","1188","1974-05-09 13:39:16"
"485","73","764","1986-02-27 12:25:13"
"486","95","819","1995-05-11 14:32:11"
"487","96","1619","1989-05-13 23:09:42"
"488","98","586","2018-01-22 16:13:11"
"489","79","112","2020-10-16 06:06:19"
"490","33","1930","1997-11-08 14:58:44"
"491","14","630","2004-05-27 08:32:51"
"492","74","511","1972-07-23 11:19:35"
"493","65","1319","1979-07-12 21:51:17"
"494","1","1323","1999-12-27 18:43:17"
"495","70","1710","2014-01-26 15:05:34"
"496","98","1812","2014-09-12 02:45:40"
"497","0","2","1994-04-20 07:13:30"
"498","27","510","1992-01-13 10:44:06"
"499","89","53","1985-04-12 05:03:17"
"500","61","1704","1995-05-07 14:14:43"
"501","99","1729","1995-10-02 07:51:25"
"502","83","1342","1999-03-05 23:10:10"
"503","52","212","1987-04-27 06:02:04"
"504","89","486","1976-04-30 21:45:45"
"505","89","1894","1970-10-30 15:19:11"
"506","96","1170","2021-03-03 15:33:09"
"507","56","1578","1997-08-15 07:29:21"
"508","95","1771","2018-04-20 09:28:39"
"509","90","1751","1994-05-25 14:04:47"
"510","32","718","2006-06-05 10:43:47"
"511","29","588","2014-11-09 02:52:55"
"512","62","195","1985-06-16 07:05:41"
"513","5","171","2003-07-07 11:02:29"
"514","36","1193","1989-02-27 15:29:47"
"515","89","1708","1972-06-06 01:45:55"
"516","88","1561","2003-09-18 16:06:22"
"517","5","435","2008-08-16 17:46:33"
"518","18","819","2012-03-09 21:00:24"
"519","95","1575","1999-04-06 06:06:47"
"520","86","1032","1982-11-22 17:35:02"
"521","75","1294","2016-11-07 04:06:51"
"522","97","1244","1975-10-31 08:26:12"
"523","51","359","2014-08-03 13:03:21"
"524","43","80","1990-07-04 19:32:46"
"525","46","1096","2012-04-01 22:17:14"
"526","98","1711","2011-06-07 22:34:21"
"527","56","1569","2002-11-30 08:35:34"
"528","45","856","1978-01-14 06:53:01"
"529","13","1623","2017-06-03 16:57:49"
"530","34","1122","1974-10-12 12:03:32"
"531","75","1396","2011-02-23 05:49:28"
"532","49","1929","1995-10-16 20:22:18"
"533","28","189","1977-10-10 22:14:50"
"534","49","439","2006-03-26 20:41:32"
"535","43","930","2015-02-15 23:55:51"
"536","52","1243","2022-10-04 06:04:36"
"537","97","133","1975-09-05 09:44:22"
"538","81","161","2016-03-16 00:39:39"
"539","78","1233","2021-05-22 11:41:27"
"540","36","589","1992-02-21 02:41:58"
"541","33","987","1993-08-25 05:37:05"
"542","77","1172","2018-08-05 09:32:44"
"543","26","1836","1994-12-31 18:23:29"
"544","52","845","1990-03-30 20:21:00"
"545","13","1492","1998-06-25 17:45:46"
"546","1","840","1978-12-27 23:13:24"
"547","46","1860","1991-10-31 08:14:57"
"548","89","653","1984-03-28 02:17:07"
"549","82","232","2014-08-12 14:21:35"
"550","86","1123","2006-01-11 10:42:37"
"551","55","136","1994-06-20 15:49:20"
"552","47","1636","1980-02-23 15:24:04"
"553","44","195","1974-01-15 03:04:40"
"554","6","1034","2016-08-01 20:19:07"
"555","39","1136","2019-05-07 06:56:15"
"556","43","44","1992-06-01 07:23:27"
"557","17","486","1977-07-19 00:22:56"
"558","96","1766","1991-11-18 16:59:32"
"559","90","818","1971-03-20 14:20:22"
"560","81","648","2021-03-28 15:56:58"
"561","96","1346","1992-11-29 23:39:56"
"562","5","414","2001-10-04 17:30:50"
"563","13","533","1994-10-23 23:02:32"
"564","7","800","2008-08-26 23:14:53"
"565","32","1144","2023-12-17 00:07:03"
"566","10","1492","1994-11-19 21:16:40"
"567","74","1201","2008-08-14 09:19:39"
"568","76","224","2000-03-26 11:23:13"
"569","60","731","1982-05-21 23:53:10"
"570","24","1201","2004-03-09 17:17:46"
"571","74","785","2020-01-11 08:50:12"
"572","63","1107","1986-07-15 23:21:08"
"573","6","1771","1980-01-05 11:58:25"
"574","27","218","2015-10-04 07:44:35"
"575","73","1473","1999-05-25 17:54:14"
"576","53","1830","1987-12-16 22:04:41"
"577","41","1541","1972-01-15 13:42:51"
"578","39","1024","2003-04-07 10:49:28"
"579","6","1760","1985-01-27 02:38:11"
"580","19","1922","2002-02-08 06:28:14"
"581","40","93","2005-12-24 20:07:06"
"582","98","540","1988-10-31 20:25:37"
"583","0","1334","2023-10-13 07:42:58"
"584","30","1128","1993-11-03 20:47:43"
"585","36","954","2013-09-17 17:00:09"
"586","12","453","1999-09-19 14:15:42"
"587","75","554","1988-04-04 05:05:15"
"588","85","362","1973-09-17 07:48:19"
"589","63","928","2004-04-15 18:49:04"
"590","44","1859","2011-03-04 15:15:25"
"591","11","895","2008-10-05 00:13:25"
"592","54","681","1990-01-27 15:55:01"
"593","68","476","1980-08-16 10:19:25"
"594","79","1088","1970-02-18 01:55:42"
"595","50","771","1975-06-27 01:34:28"
"596","66","1848","1978-07-03 02:09:06"
"597","29","350","2007-12-23 16:17:00"
"598","15","1645","1991-07-17 21:26:11"
"599","79","278","2012-10-19 05:11:44"
"600","27","933","2008-02-06 13:07:51"
"601","82","83","1985-10-11 16:27:04"
"602","5","818","1989-12-17 16:32:26"
"603","0","168","2019-12-08 15:58:02"
"604","46","1193","2003-03-06 18:47:56"
"605","95","1538","1994-12-10 18:45:16"
"606","33","818","1977-10-08 19:05:58"
"607","10","398","2011-06-29 04:25:52"
"608","58","684","1971-05-31 05:50:19"
"609","31","1598","2015-07-03 20:12:13"
"610","31","1446","1974-02-06 00:48:21"
"611","72","1322","1976-07-14 02:07:21"
"612","50","1732","1989-05-18 19:41:41"
"613","58","761","2019-01-27 02:37:24"
"614","5","852","1979-11-05 09:12:21"
"615","74","1952","2016-11-02 03:25:45"
"616","69","345","1991-01-24 11:41:54"
"617","81","1469","1997-05-23 04:31:25"
"618","64","1944","1987-12-01 19:10:29"
"619","64","1835","1995-11-05 07:02:37"
"620","62","1842","1979-11-23 04:32:41"
"621","7","270","2004-05-07 07:26:26"
"622","40","137","1973-11-07 22:05:08"
"623","30","930","1975-04-24 23:23:59"
"624","77","433","1974-04-05 20:35:25"
"625","71","847","2023-10-09 11:21:19"
"626","51","1125","1987-08-01 21:38:26"
"627","2","1389","2003-09-26 01:29:56"
"628","76","881","2001-01-20 00:51:07"
"629","27","414","1979-10-30 13:44:18"
"630","53","1762","1999-04-14 09:31:05"
"631","9","1818","2016-12-09 23:11:18"
"632","33","1868","2010-05-17 00:18:29"
"633","2","746","2018-07-14 01:35:33"
"634","66","68","1992-08-16 01:54:07"
"635","79","1941","1993-07-15 11:58:06"
"636","8","315","2003-05-27 16:16:25"
"637","4","63","1987-07-18 04:36:31"
"638","26","832","2003-01-08 19:37:25"
"639","37","341","1975-10-21 13:55:16"
"640","69","164","2012-02-22 10:10:43"
"641","81","739","2018-02-20 02:44:47"
"642","57","916","1999-02-21 11:21:49"
"643","84","1844","2020-07-30 05:12:14"
"644","35","1442","2019-09-30 12:53:37"
"645","5","723","1991-11-15 16:05:24"
"646","52","1547","1979-02-13 01:27:13"
"647","99","64","1997-09-22 03:58:31"
"648","81","1888","2010-07-09 08:04:26"
"649","18","91","1987-03-15 13:46:40"
"650","76","1752","2015-05-12 16:56:57"
